year,step,length_km,area_km2,eroded_m3,deposited_m3,net_change_m3,storm_event,sea_level_m
0.0,0,6391.1,419695.1,0.0,0.0,0.0,false,0.0000
2.0,1,6298.3,419684.2,92730.1,0.0,92730.1,true,0.0400
4.0,2,6266.0,419678.5,32320.1,0.0,32320.1,false,0.0800
6.0,3,6211.3,419666.5,54720.6,0.0,54720.6,true,0.1200
