year,step,length_km,area_km2,eroded_m3,deposited_m3,net_change_m3,storm_event,sea_level_m
0.0,0,6391.1,419695.1,0.0,0.0,0.0,false,0.0000
2.0,1,6343.0,419689.9,48081.0,0.0,48081.0,false,0.0100
4.0,2,6276.6,419680.2,66376.8,0.0,66376.8,true,0.0200
6.0,3,6247.2,419674.5,29378.4,0.0,29378.4,false,0.0300
